recip_state,fips,time,counts_spatial,counts_opt_model,cdc_reported,state_totals
AR,05121,11,7815,6871,6417,1450592
AR,05121,12,7815,7114,6691,1490934
AR,05121,13,7963,7269,6893,1545587
AR,05121,14,8116,7366,7082,1591771
AR,05121,15,8183,7425,7193,1614916
AR,05121,16,8225,7461,7263,1629033
AR,05121,17,8275,7483,7324,1642395
AR,05121,18,8318,7496,7371,1653127
AR,05123,1,1,458,0,106
AR,05123,2,549,754,148,63323
AR,05123,3,2120,1222,1194,240332
AR,05123,4,4079,1937,3956,453422
AR,05123,5,7264,2968,6257,792147
AR,05123,6,8868,4338,7023,945957
AR,05123,7,9804,5974,7583,1039832
AR,05123,8,10512,7699,7963,1106383
AR,05123,9,11676,9291,9439,1261816
AR,05123,10,12631,10592,10646,1378871
AR,05123,11,13156,11552,11210,1450592
AR,05123,12,13413,12209,11543,1490934
AR,05123,13,13841,12635,11833,1545587
AR,05123,14,14218,12903,12106,1591771
AR,05123,15,14402,13067,12349,1614916
AR,05123,16,14516,13167,12510,1629033
AR,05123,17,14626,13226,12620,1642395
AR,05123,18,14717,13262,12736,1653127
AR,05125,1,2,984,0,106
AR,05125,2,1230,1691,3651,63323
AR,05125,3,4999,2881,11441,240332
AR,05125,4,10191,4839,19420,453422
AR,05125,5,19443,7944,31181,792147
AR,05125,6,25749,12595,36655,945957
AR,05125,7,31161,18988,40071,1039832
AR,05125,8,31161,26819,42445,1106383
AR,05125,9,44187,35159,48156,1261816
AR,05125,10,51065,42820,52296,1378871
AR,05125,11,55756,48955,54056,1450592
AR,05125,12,58614,53352,56163,1490934
AR,05125,13,61632,56259,58410,1545587
AR,05125,14,63998,58079,60059,1591771
AR,05125,15,65228,59180,61009,1614916
AR,05125,16,65965,59833,61571,1629033
AR,05125,17,66591,60215,62025,1642395
AR,05125,18,67070,60437,62374,1653127
AR,05127,1,1,455,0,106
AR,05127,2,488,670,99,63323
AR,05127,3,1667,961,560,240332
AR,05127,4,2807,1333,1231,453422
AR,05127,5,4317,1776,1870,792147
AR,05127,6,4317,2257,2314,945957
AR,05127,7,4317,2733,2559,1039832
AR,05127,8,4317,3162,2802,1106383
AR,05127,9,4418,3516,3470,1261816
AR,05127,10,4518,3789,4100,1378871
AR,05127,11,4535,3988,4434,1450592
AR,05127,12,4535,4128,4557,1490934
AR,05127,13,4625,4222,4696,1545587
AR,05127,14,4722,4286,4822,1591771
AR,05127,15,4769,4327,4873,1614916
AR,05127,16,4800,4354,4915,1629033
AR,05127,17,4835,4372,4952,1642395
AR,05127,18,4865,4384,4991,1653127
AR,05129,1,1,110,0,106
AR,05129,2,141,193,58,63323
AR,05129,3,572,330,522,240332
AR,05129,4,1152,547,1030,453422
AR,05129,5,2112,863,1682,792147
AR,05129,6,2598,1271,1902,945957
AR,05129,7,2830,1725,2059,1039832
AR,05129,8,2941,2154,2167,1106383
AR,05129,9,3141,2500,2539,1261816
AR,05129,10,3273,2745,2732,1378871
AR,05129,11,3295,2903,2816,1450592
AR,05129,12,3295,3000,2886,1490934
AR,05129,13,3348,3057,2941,1545587
AR,05129,14,3403,3089,3002,1591771
AR,05129,15,3424,3107,3035,1614916
AR,05129,16,3424,3118,3062,1629033
AR,05129,17,3453,3123,3073,1642395
AR,05129,18,3470,3127,3093,1653127
AR,05131,1,4,2769,0,106
AR,05131,2,3110,4276,2907,63323
AR,05131,3,11304,6514,8683,240332
AR,05131,4,20479,9724,15015,453422
AR,05131,5,34546,14115,23181,792147
AR,05131,6,40356,19740,27963,945957
AR,05131,7,43279,26372,32594,1039832
AR,05131,8,45698,33469,37603,1106383
AR,05131,9,50668,40316,48951,1261816
AR,05131,10,55206,46292,53781,1378871
AR,05131,11,58165,51070,56266,1450592
AR,05131,12,59924,54629,57848,1490934
AR,05131,13,62598,57141,59811,1545587
AR,05131,14,64848,58850,61630,1591771
AR,05131,15,66110,59981,62396,1614916
AR,05131,16,66941,60718,63013,1629033
AR,05131,17,67667,61193,63665,1642395
AR,05131,18,68245,61496,64095,1653127
AR,05133,1,1,611,0,106
AR,05133,2,670,921,62,63323
AR,05133,3,2358,1359,947,240332
AR,05133,4,4089,1942,1662,453422
AR,05133,5,6525,2666,3705,792147
AR,05133,6,6986,3488,4170,945957
AR,05133,7,6986,4333,4469,1039832
AR,05133,8,6986,5117,4789,1106383
AR,05133,9,7261,5778,5405,1261816
AR,05133,10,7503,6292,6219,1378871
AR,05133,11,7594,6668,6877,1450592
AR,05133,12,7594,6929,7063,1490934
AR,05133,13,7783,7105,7277,1545587
AR,05133,14,7957,7221,7492,1591771
AR,05133,15,8042,7297,7650,1614916
AR,05133,16,8097,7345,7719,1629033
AR,05133,17,8157,7376,7791,1642395
AR,05133,18,8207,7396,7849,1653127
AR,05135,1,1,454,0,106
AR,05135,2,549,755,100,63323
AR,05135,3,2117,1220,997,240332
AR,05135,4,3967,1884,1769,453422
AR,05135,5,6706,2740,3462,792147
AR,05135,6,7423,3706,4075,945957
AR,05135,7,7423,4646,4457,1039832
AR,05135,8,7423,5437,4702,1106383
AR,05135,9,7508,6026,5441,1261816
AR,05135,10,7508,6425,5883,1378871
AR,05135,11,7508,6679,6104,1450592
AR,05135,12,7508,6834,6282,1490934
AR,05135,13,7587,6926,6486,1545587
AR,05135,14,7692,6981,6609,1591771
AR,05135,15,7728,7012,6681,1614916
AR,05135,16,7750,7030,6744,1629033
AR,05135,17,7786,7041,6787,1642395
AR,05135,18,7820,7047,6831,1653127
AR,05137,1,1,316,0,106
AR,05137,2,407,559,114,63323
AR,05137,3,1650,951,882,240332
AR,05137,4,3205,1522,1643,453422
AR,05137,5,5314,2240,2773,792147
AR,05137,6,5314,2998,3189,945957
AR,05137,7,5314,3660,3414,1039832
AR,05137,8,5314,4151,3613,1106383
AR,05137,9,5314,4472,3876,1261816
AR,05137,10,5314,4665,4077,1378871
AR,05137,11,5314,4776,4192,1450592
AR,05137,12,5314,4837,4273,1490934
AR,05137,13,5335,4870,4371,1545587
AR,05137,14,5387,4889,4458,1591771
AR,05137,15,5398,4898,4490,1614916
AR,05137,16,5405,4903,4522,1629033
AR,05137,17,5425,4906,4560,1642395
AR,05137,18,5446,4908,4587,1653127
AR,05139,1,2,1068,0,106
AR,05139,2,1234,1696,370,63323
AR,05139,3,4579,2639,1908,240332
AR,05139,4,8386,3982,4013,453422
AR,05139,5,14098,5760,8628,792147
AR,05139,6,16152,7901,10524,945957
AR,05139,7,16744,10203,11515,1039832
AR,05139,8,16744,12394,12203,1106383
AR,05139,9,17910,14251,14114,1261816
AR,05139,10,18694,15676,15730,1378871
AR,05139,11,19006,16688,16544,1450592
AR,05139,12,19082,17369,17137,1490934
AR,05139,13,19511,17810,17723,1545587
AR,05139,14,19932,18089,18363,1591771
AR,05139,15,20128,18262,18668,1614916
AR,05139,16,20251,18369,18857,1629033
AR,05139,17,20386,18434,18993,1642395
AR,05139,18,20501,18474,19084,1653127
AR,05141,1,1,444,0,106
AR,05141,2,549,755,344,63323
AR,05141,3,2157,1243,1215,240332
AR,05141,4,4102,1948,2316,453422
AR,05141,5,6983,2853,3924,792147
AR,05141,6,7459,3854,4518,945957
AR,05141,7,7459,4797,4875,1039832
AR,05141,8,7459,5557,5123,1106383
AR,05141,9,7459,6098,5820,1261816
AR,05141,10,7459,6449,6283,1378871
AR,05141,11,7459,6664,6459,1450592
AR,05141,12,7459,6790,6560,1490934
AR,05141,13,7518,6863,6666,1545587
AR,05141,14,7607,6904,6771,1591771
AR,05141,15,7636,6928,6838,1614916
AR,05141,16,7652,6941,6876,1629033
AR,05141,17,7683,6948,6930,1642395
AR,05141,18,7716,6953,6958,1653127
AR,05143,1,4,2592,0,106
AR,05143,2,3246,4463,4596,63323
AR,05143,3,13201,7607,16185,240332
AR,05143,4,26850,12749,33172,453422
AR,05143,5,50905,20798,58544,792147
AR,05143,6,66594,32574,73771,945957
AR,05143,7,79100,48199,83924,1039832
AR,05143,8,89335,66447,89347,1106383
AR,05143,9,106620,84836,100437,1261816
AR,05143,10,120222,100810,110326,1378871
AR,05143,11,128688,112990,115915,1450592
AR,05143,12,133360,121388,119496,1490934
AR,05143,13,138887,126783,125208,1545587
AR,05143,14,143353,130093,128892,1591771
AR,05143,15,145565,132068,131149,1614916
AR,05143,16,146880,133225,132308,1629033
AR,05143,17,148074,133897,133574,1642395
AR,05143,18,149023,134285,134725,1653127
AR,05145,1,3,2219,0,106
AR,05145,2,2649,3642,1221,63323
AR,05145,3,10082,5810,6741,240332
AR,05145,4,18727,8892,10539,453422
AR,05145,5,31485,12864,17495,792147
AR,05145,6,35101,17386,20941,945957
AR,05145,7,35101,21858,22705,1039832
AR,05145,8,35101,25708,24141,1106383
AR,05145,9,36001,28646,28323,1261816
AR,05145,10,36081,30686,30902,1378871
AR,05145,11,36081,32014,31959,1450592
AR,05145,12,36081,32842,32530,1490934
AR,05145,13,36527,33343,33271,1545587
AR,05145,14,37070,33642,34058,1591771
AR,05145,15,37275,33819,34498,1614916
AR,05145,16,37399,33923,34759,1629033
AR,05145,17,37582,33983,34979,1642395
AR,05145,18,37752,34019,35127,1653127
AR,05147,1,1,190,0,106
AR,05147,2,224,308,48,63323
AR,05147,3,850,490,503,240332
AR,05147,4,1579,750,1165,453422
AR,05147,5,2680,1095,1916,792147
AR,05147,6,3074,1504,2255,945957
AR,05147,7,3163,1929,2353,1039832
AR,05147,8,3163,2317,2468,1106383
AR,05147,9,3304,2629,2883,1261816
AR,05147,10,3405,2856,3195,1378871
AR,05147,11,3415,3010,3285,1450592
AR,05147,12,3415,3109,3348,1490934
AR,05147,13,3473,3171,3427,1545587
AR,05147,14,3536,3209,3486,1591771
AR,05147,15,3561,3231,3522,1614916
AR,05147,16,3577,3245,3562,1629033
AR,05147,17,3597,3253,3578,1642395
AR,05147,18,3615,3258,3584,1653127
AR,05149,1,2,854,0,106
AR,05149,2,940,1292,179,63323
AR,05149,3,3305,1905,1478,240332
AR,05149,4,5709,2711,3129,453422
AR,05149,5,9031,3690,4900,792147
AR,05149,6,9301,4773,5740,945957
AR,05149,7,9301,5849,6291,1039832
AR,05149,8,9301,6812,6728,1106383
AR,05149,9,9547,7597,7830,1261816
AR,05149,10,9765,8189,8903,1378871
AR,05149,11,9774,8610,9398,1450592
AR,05149,12,9774,8897,9612,1490934
AR,05149,13,9954,9087,9871,1545587
AR,05149,14,10148,9210,10161,1591771
AR,05149,15,10238,9289,10278,1614916
AR,05149,16,10297,9340,10372,1629033
AR,05149,17,10363,9371,10434,1642395
AR,05149,18,10422,9392,10488,1653127
AZ,04001,1,4,1448,0,235
AZ,04001,2,1567,2291,2250,113502
AZ,04001,3,7019,3595,16216,562521
AZ,04001,4,14549,5569,28926,1279686
AZ,04001,5,23594,8467,33989,2231613
AZ,04001,6,27759,12527,36725,2759173
AZ,04001,7,31060,17866,41684,3145234
AZ,04001,8,33125,24326,43465,3308916
AZ,04001,9,36919,31399,48765,3519178
AZ,04001,10,41612,38346,50932,3722711
AZ,04001,11,46121,44476,53242,3870604
AZ,04001,12,50149,49397,54734,3983477
AZ,04001,13,54592,53054,63899,4155709
AZ,04001,14,58041,55620,66611,4284236
AZ,04001,15,60574,57348,72297,4376924
AZ,04001,16,62273,58480,73551,4435616
AZ,04001,17,63525,59208,74350,4482397
AZ,04001,18,64373,59671,74975,4514502
AZ,04003,1,7,2596,0,235
AZ,04003,2,2903,4245,1139,113502
AZ,04003,3,13345,6835,8774,562521
AZ,04003,4,28087,10751,20436,1279686
AZ,04003,5,45527,16338,38404,2231613
AZ,04003,6,52489,23687,47610,2759173
AZ,04003,7,56294,32381,54457,3145234
AZ,04003,8,56463,41465,59610,3308916
AZ,04003,9,58563,49806,63480,3519178
AZ,04003,10,61423,56602,66600,3722711
AZ,04003,11,63901,61621,68716,3870604
AZ,04003,12,66056,65066,71095,3983477
AZ,04003,13,69262,67311,75156,4155709
AZ,04003,14,71719,68727,77814,4284236
AZ,04003,15,73517,69601,79560,4376924
AZ,04003,16,74680,70133,80876,4435616
AZ,04003,17,75592,70455,82081,4482397
AZ,04003,18,76215,70648,82880,4514502
AZ,04005,1,4,1324,0,235
AZ,04005,2,1711,2501,3344,113502
AZ,04005,3,9132,4677,19253,562521
AZ,04005,4,22405,8576,48543,1279686
AZ,04005,5,42356,15200,64963,2231613
AZ,04005,6,56496,25495,73470,2759173
AZ,04005,7,68625,39474,80354,3145234
AZ,04005,8,75350,55335,83340,3308916
AZ,04005,9,82366,70050,92786,3519178
AZ,04005,10,88289,81360,96036,3722711
AZ,04005,11,92148,88861,98493,3870604
AZ,04005,12,94782,93361,100825,3983477
AZ,04005,13,98680,95900,105015,4155709
AZ,04005,14,101518,97283,107487,4284236
AZ,04005,15,103536,98022,108767,4376924
AZ,04005,16,104794,98413,109715,4435616
AZ,04005,17,105809,98619,110603,4482397
AZ,04005,18,106507,98726,111514,4514502
AZ,04007,1,5,1870,0,235
AZ,04007,2,2178,3185,1848,113502
AZ,04007,3,10219,5234,5746,562521
AZ,04007,4,21310,8157,15746,1279686
AZ,04007,5,27182,11838,20323,2231613
AZ,04007,6,27182,15813,22857,2759173
AZ,04007,7,27182,19450,24170,3145234
AZ,04007,8,27182,22307,24828,3308916
AZ,04007,9,27182,24294,26239,3519178
AZ,04007,10,27182,25563,27464,3722711
AZ,04007,11,27183,26328,28245,3870604
AZ,04007,12,27183,26775,29108,3983477
AZ,04007,13,27814,27030,29987,4155709
AZ,04007,14,28357,27174,30951,4284236
AZ,04007,15,28789,27256,31493,4376924
AZ,04007,16,29071,27301,31862,4435616
AZ,04007,17,29318,27326,32078,4482397
AZ,04007,18,29495,27340,32253,4514502
AZ,04009,1,4,1554,0,235
AZ,04009,2,1685,2462,450,113502
AZ,04009,3,7404,3792,2840,562521
AZ,04009,4,14659,5611,8455,1279686
AZ,04009,5,19413,7880,12766,2231613
AZ,04009,6,19413,10407,15682,2759173
AZ,04009,7,19413,12888,16959,3145234
AZ,04009,8,19413,15041,17544,3308916
AZ,04009,9,19413,16717,18951,3519178
AZ,04009,10,19413,17915,20450,3722711
AZ,04009,11,19413,18721,21365,3870604
AZ,04009,12,19533,19240,22011,3983477
AZ,04009,13,20133,19566,22824,4155709
AZ,04009,14,20627,19767,23819,4284236
AZ,04009,15,21009,19890,24314,4376924
AZ,04009,16,21258,19964,24631,4435616
AZ,04009,17,21468,20009,24854,4482397
AZ,04009,18,21615,20036,24987,4514502
AZ,04011,1,1,212,0,235
AZ,04011,2,247,360,96,113502
AZ,04011,3,1161,595,1309,562521
AZ,04011,4,2474,947,2331,1279686
AZ,04011,5,3979,1428,2651,2231613
AZ,04011,6,4185,2008,2834,2759173
AZ,04011,7,4185,2610,2945,3145234
AZ,04011,8,4185,3148,3012,3308916
AZ,04011,9,4185,3566,3176,3519178
AZ,04011,10,4185,3857,3461,3722711
AZ,04011,11,4194,4044,3631,3870604
AZ,04011,12,4222,4159,3712,3983477
AZ,04011,13,4351,4228,3933,4155709
AZ,04011,14,4454,4268,4071,4284236
AZ,04011,15,4532,4291,4137,4376924
AZ,04011,16,4583,4304,4162,4435616
AZ,04011,17,4626,4312,4192,4482397
AZ,04011,18,4656,4316,4202,4514502
AZ,04012,1,2,667,0,235
AZ,04012,2,775,1133,137,113502
AZ,04012,3,3624,1856,1252,562521
AZ,04012,4,7529,2882,3794,1279686
AZ,04012,5,9470,4168,6063,2231613
AZ,04012,6,9470,5548,7061,2759173
AZ,04012,7,9470,6806,7615,3145234
AZ,04012,8,9470,7790,7846,3308916
AZ,04012,9,9470,8474,8173,3519178
AZ,04012,10,9470,8910,8579,3722711
AZ,04012,11,9470,9174,8946,3870604
AZ,04012,12,9470,9328,9345,3983477
AZ,04012,13,9689,9416,9744,4155709
AZ,04012,14,9878,9466,9948,4284236
AZ,04012,15,10028,9494,10074,4376924
AZ,04012,16,10126,9509,10168,4435616
AZ,04012,17,10212,9518,10245,4482397
AZ,04012,18,10274,9523,10302,4514502
AZ,04013,1,114,46368,82,235
AZ,04013,2,57578,84191,67873,113502
AZ,04013,3,294856,151016,323980,562521
AZ,04013,4,692888,265218,718053,1279686
AZ,04013,5,1253150,449712,1250702,2231613
AZ,04013,6,1600540,722284,1569414,2759173
AZ,04013,7,1870830,1076120,1809613,3145234
AZ,04013,8,1995750,1465620,1907602,3308916
AZ,04013,9,2144360,1823720,2026708,3519178
AZ,04013,10,2281440,2102380,2152416,3722711
AZ,04013,11,2377190,2292410,2248929,3870604
AZ,04013,12,2447270,2410610,2311702,3983477
AZ,04013,13,2551880,2479980,2402275,4155709
AZ,04013,14,2628980,2519310,2472452,4284236
AZ,04013,15,2684130,2541170,2519512,4376924
AZ,04013,16,2718740,2553190,2552732,4435616
AZ,04013,17,2746390,2559760,2577302,4482397
AZ,04013,18,2765350,2563340,2594704,4514502
AZ,04015,1,13,5202,0,235
AZ,04015,2,5743,8398,1689,113502
AZ,04015,3,25863,13246,8472,562521
AZ,04015,4,52728,20183,21529,1279686
AZ,04015,5,81727,29329,42849,2231613
AZ,04015,6,82751,40170,55421,2759173
AZ,04015,7,82751,51507,62645,3145234
AZ,04015,8,82751,61911,66061,3308916
AZ,04015,9,82751,70378,69968,3519178
AZ,04015,10,83141,76616,74881,3722711
AZ,04015,11,83878,80886,77835,3870604
AZ,04015,12,84937,83663,80588,3983477
AZ,04015,13,87885,85409,83308,4155709
AZ,04015,14,90248,86483,85288,4284236
AZ,04015,15,92038,87136,86637,4376924
AZ,04015,16,93205,87530,87542,4435616
AZ,04015,17,94165,87766,88527,4482397
AZ,04015,18,94834,87907,89156,4514502
AZ,04017,1,8,3264,0,235
AZ,04017,2,3455,5052,4121,113502
AZ,04017,3,15054,7710,18216,562521
AZ,04017,4,30107,11524,31995,1279686
AZ,04017,5,46614,16728,40972,2231613
AZ,04017,6,51776,23365,46013,2759173
AZ,04017,7,53614,31136,52653,3145234
AZ,04017,8,53614,39373,55688,3308916
AZ,04017,9,55539,47234,63426,3519178
AZ,04017,10,58618,54017,66963,3722711
AZ,04017,11,61577,59380,69334,3870604
AZ,04017,12,64301,63337,71356,3983477
AZ,04017,13,68023,66107,75884,4155709
AZ,04017,14,70936,67977,79147,4284236
AZ,04017,15,73102,69209,84032,4376924
AZ,04017,16,74546,70007,85178,4435616
AZ,04017,17,75659,70518,86312,4482397
AZ,04017,18,76427,70844,87014,4514502
AZ,04019,1,33,13406,91,235
AZ,04019,2,16406,23989,20054,113502
AZ,04019,3,82736,42375,92491,562521
AZ,04019,4,191296,73223,207980,1279686
AZ,04019,5,340145,122066,391211,2231613
AZ,04019,6,427084,192732,475341,2759173
AZ,04019,7,491446,282684,530537,3145234
AZ,04019,8,517759,380227,552351,3308916
AZ,04019,9,551721,469223,578690,3519178
AZ,04019,10,584369,538504,604842,3722711
AZ,04019,11,607750,586068,625579,3870604
AZ,04019,12,625351,615974,642777,3983477
AZ,04019,13,652122,633749,669831,4155709
AZ,04019,14,671997,643964,691728,4284236
AZ,04019,15,686272,649720,706898,4376924
AZ,04019,16,695264,652928,715893,4435616
AZ,04019,17,702438,654704,725167,4482397
AZ,04019,18,707354,655685,731019,4514502
AZ,04021,1,21,8594,0,235
AZ,04021,2,9640,14096,4010,113502
AZ,04021,3,44466,22774,26454,562521
AZ,04021,4,93891,35939,69963,1279686
AZ,04021,5,152654,54782,120424,2231613
AZ,04021,6,176445,79625,148348,2759173
AZ,04021,7,189589,109053,168892,3145234
AZ,04021,8,190363,139797,179457,3308916
AZ,04021,9,197509,167976,192259,3519178
AZ,04021,10,207127,190870,205342,3722711
AZ,04021,11,215399,207715,215048,3870604
AZ,04021,12,222567,219229,222599,3983477
AZ,04021,13,233279,226706,231481,4155709
AZ,04021,14,241476,231403,238651,4284236
AZ,04021,15,247472,234291,243913,4376924
AZ,04021,16,251349,236044,247453,4435616
AZ,04021,17,254388,237100,250176,4482397
AZ,04021,18,256468,237732,251842,4514502
AZ,04023,1,2,788,0,235
AZ,04023,2,1060,1549,383,113502
AZ,04023,3,5830,2986,4324,562521
AZ,04023,4,14515,5556,10608,1279686
AZ,04023,5,27102,9726,21677,2231613
AZ,04023,6,34434,15539,29015,2759173
AZ,04023,7,37953,22130,34682,3145234
AZ,04023,8,37953,28061,36322,3308916
AZ,04023,9,37953,32386,39276,3519178
AZ,04023,10,37953,35081,41251,3722711
AZ,04023,11,37953,36599,42244,3870604
AZ,04023,12,37974,37405,43564,3983477
AZ,04023,13,38916,37820,46340,4155709
AZ,04023,14,39686,38031,48648,4284236
AZ,04023,15,40281,38136,50761,4376924
AZ,04023,16,40665,38189,52323,4435616
AZ,04023,17,41002,38216,53112,4482397
AZ,04023,18,41242,38229,54552,4514502
AZ,04025,1,8,3420,0,235
AZ,04025,2,4259,6227,1855,113502
AZ,04025,3,21678,11103,15193,562521
AZ,04025,4,49925,19110,44326,1279686
AZ,04025,5,86701,31114,65748,2231613
AZ,04025,6,103855,46867,75356,2759173
AZ,04025,7,108789,64283,81788,3145234
AZ,04025,8,108789,80236,84617,3308916
AZ,04025,9,108789,92522,88496,3519178
AZ,04025,10,109364,100780,92828,3722711
AZ,04025,11,109749,105834,96246,3870604
AZ,04025,12,110407,108752,100397,3983477
AZ,04025,13,113581,110381,104508,4155709
AZ,04025,14,116116,111272,107075,4284236
AZ,04025,15,118042,111755,108231,4376924
AZ,04025,16,119278,112015,109054,4435616
AZ,04025,17,120332,112155,110200,4482397
AZ,04025,18,121075,112230,111045,4514502
AZ,04027,1,9,3774,0,235
AZ,04027,2,4295,6280,2695,113502
AZ,04027,3,20134,10312,10743,562521
AZ,04027,4,43323,16583,28462,1279686
AZ,04027,5,71996,25837,65976,2231613
AZ,04027,6,85290,38489,85540,2759173
AZ,04027,7,94032,54088,99632,3145234
AZ,04027,8,96747,71047,105816,3308916
AZ,04027,9,102461,87140,112966,3519178
AZ,04027,10,109120,100556,120503,3722711
AZ,04027,11,114674,110583,125002,3870604
AZ,04027,12,119271,117483,128845,3983477
AZ,04027,13,125502,121966,136996,4155709
AZ,04027,14,130201,124770,142020,4284236
AZ,04027,15,133598,126482,146098,4376924
AZ,04027,16,135781,127513,149142,4435616
AZ,04027,17,137470,128128,150566,4482397
AZ,04027,18,138620,128493,151586,4514502
CO,08001,1,0,881,0,27
CO,08001,2,1944,2577,505,22732
CO,08001,3,4313,7462,1673,40869
CO,08001,4,11431,21013,3366,100705
CO,08001,5,25975,54986,5436,248301
CO,08001,6,37836,122227,17467,418512
CO,08001,7,67972,209323,56026,784329
CO,08001,8,82210,276318,72347,926142
CO,08001,9,296595,310086,279575,3285047
CO,08001,10,309822,323539,294886,3423369
CO,08001,11,320758,328387,307753,3553130
CO,08001,12,328440,330070,316271,3648172
CO,08001,13,343154,330646,331664,3818744
CO,08001,14,352803,330843,341021,3930513
CO,08001,15,357580,330910,347449,3986279
CO,08001,16,360292,330933,351200,4017897
CO,08001,17,362589,330941,353378,4044229
CO,08001,18,364404,330943,355184,4064886
CO,08003,1,0,262,0,27
CO,08003,2,351,465,0,22732
CO,08003,3,470,812,24,40869
CO,08003,4,749,1376,273,100705
CO,08003,5,1052,2225,1846,248301
CO,08003,6,1052,3366,2822,418512
CO,08003,7,1523,4689,3541,784329
CO,08003,8,1780,5982,3925,926142
CO,08003,9,6745,7051,7420,3285047
CO,08003,10,7488,7819,7805,3423369
CO,08003,11,8124,8317,8106,3553130
CO,08003,12,8577,8619,8315,3648172
CO,08003,13,9126,8794,8714,3818744
CO,08003,14,9484,8894,8945,3930513
CO,08003,15,9670,8949,9059,3986279
CO,08003,16,9776,8980,9122,4017897
CO,08003,17,9857,8997,9171,4044229
CO,08003,18,9917,9007,9218,4064886
CO,08005,1,0,221,0,27
CO,08005,2,644,853,867,22732
CO,08005,3,1894,3277,2518,40869
CO,08005,4,6737,12383,4480,100705
CO,08005,5,20865,44169,5820,248301
CO,08005,6,40773,131714,19248,418512
CO,08005,7,87882,270593,65362,784329
CO,08005,8,110743,372221,82805,926142
CO,08005,9,394402,412321,361660,3285047
CO,08005,10,406170,424153,377134,3423369
CO,08005,11,417400,427328,391668,3553130
CO,08005,12,426060,428158,402000,3648172
CO,08005,13,444579,428374,421951,3818744
CO,08005,14,456868,428430,435083,3930513
CO,08005,15,462974,428444,441684,3986279
CO,08005,16,466458,428448,445695,4017897
CO,08005,17,469421,428449,448437,4044229
CO,08005,18,471769,428449,450721,4064886
CO,08007,1,0,97,0,27
CO,08007,2,142,188,0,22732
CO,08007,3,208,359,59,40869
CO,08007,4,367,673,886,100705
CO,08007,5,575,1217,2354,248301
CO,08007,6,643,2075,2880,418512
CO,08007,7,1054,3244,3272,784329
CO,08007,8,1356,4557,3505,926142
CO,08007,9,5495,5744,6826,3285047
CO,08007,10,6346,6626,7089,3423369
CO,08007,11,7024,7191,7390,3553130
CO,08007,12,7482,7519,7581,3648172
CO,08007,13,7989,7698,7782,3818744
CO,08007,14,8310,7793,7900,3930513
CO,08007,15,8474,7842,7973,3986279
CO,08007,16,8566,7868,8007,4017897
CO,08007,17,8634,7881,8059,4044229
